Subject,Drug,Treatment,Trial,Type,TimeNearStimulus,AbsoluteTurnAngle,Speed,Freezing
PS5,pCPA,SA,5,0,6.55577074447442,10.9858510578882,4.78726359300639,1
PS5,pCPA,SA,6,1,50.6801016582372,21.3451278083874,6.44820058658638,2
PS5,pCPA,SA,7,0,3.29202292478351,30.468779236074,5.12624033919264,2
PS5,pCPA,SA,8,1,42.6289284163146,16.297164181648,5.64428866620368,2
PS5,pCPA,SA,9,0,5.26760923129933,27.5090006081205,6.93421561875185,3
PS5,pCPA,SA,10,1,45.6967924239422,13.8889169749898,9.05872640816071,3
PS5,pCPA,SA,11,0,10.2244199879539,19.7622461718184,2.45363825332917,3
PS5,pCPA,SA,12,1,51.1011357648994,21.3116825603111,5.66346751678855,1
PS5,pCPA,SA,13,0,6.6444708640958,26.6350219187615,9.0153103986189,3
PS5,pCPA,SA,14,1,51.3573728278619,15.5076459174077,8.57806294246545,2
PS5,pCPA,SA,15,0,3.80508471591032,25.9503019253553,10.259432220175,1
PS5,pCPA,SA,16,1,34.3907899550357,12.4185987761435,6.91589038467944,0
PS5,pCPA,SA,17,0,10.2170503287954,21.7107797967409,6.02235908709718,2
PS5,pCPA,SA,18,1,52.5904348596115,20.3131083782307,9.71669263804232,2
PS5,pCPA,SA,19,0,8.5729691809588,19.8825183202161,3.45849767515011,2
PS5,pCPA,SA,20,1,42.4957424927428,14.4638330589322,10.2290105368261,2
PS6,pCPA,SA,1,0,3.64880348481302,12.3887260183656,4.36927576153564,2
PS6,pCPA,SA,2,0,8.19907791689108,29.2843641597157,7.92284890474891,2
PS6,pCPA,SA,3,0,6.85947017829685,30.7208960084413,7.24690313625028,3
PS6,pCPA,SA,4,1,43.8952358775193,30.3396598572779,6.796636539851,2
PS6,pCPA,SA,5,0,1.70700686586405,21.8890362629477,1.24782024273059,2
PS6,pCPA,SA,6,1,53.2189200106988,23.1171701169296,9.7610669884433,0
PS6,pCPA,SA,7,0,2.015185058302,26.6120863209934,3.92566367071729,2
PS6,pCPA,SA,8,1,34.4453181275461,18.9649721456818,6.47956897291091,2
PS6,pCPA,SA,9,0,10.3199077056095,25.7159827841867,7.74260312012414,3
PS6,pCPA,SA,10,1,32.6054128475286,26.4939928617949,6.17546536716402,0
PS6,pCPA,SA,11,0,2.59548479533912,18.6361017421126,7.91833299217022,2
PS6,pCPA,SA,12,1,48.4170247663371,13.753594816398,6.45060678143273,2
PS6,pCPA,SA,13,0,9.60408672528061,14.0890695900933,8.70032660535789,2
PS6,pCPA,SA,14,1,39.9943749079919,29.5090640691437,6.71219832719367,0
PS6,pCPA,SA,15,0,1.67289084741363,16.6380731191277,5.42956935358129,1
PS6,pCPA,SA,16,1,52.9435857871899,22.2224689432136,2.53829177761705,3
PS6,pCPA,SA,17,0,6.16548036996799,17.8330292913253,5.34891772390781,3
PS6,pCPA,SA,18,1,36.6252305961412,23.7885213022035,9.68713757078405,0
PS6,pCPA,SA,19,0,3.50600626601934,11.7182299966598,3.88495850951453,2
PS6,pCPA,SA,20,1,53.8868829330678,26.6024060717711,9.23629416805337,2
PS7,pCPA,SA,1,0,2.20328623627202,29.8614686154577,10.5839034923703,2
PS7,pCPA,SA,2,0,9.70639052615654,28.1769178709742,3.49533597887014,0
PS7,pCPA,SA,3,0,1.82828593046334,13.5581051280297,6.56191378430077,2
PS7,pCPA,SA,4,1,48.3633142867997,29.4721184283509,8.66427934126682,1
PS7,pCPA,SA,5,0,1.82205120572028,18.6026440718316,9.24478886046711,1
PS7,pCPA,SA,6,1,31.2372049441855,16.0281341704411,7.76036319070326,1
PS7,pCPA,SA,7,0,8.07993550038238,18.4229825376374,9.91098413134233,1
PS7,pCPA,SA,8,1,47.566660435648,19.6720558847397,8.03806562298182,0
PS7,pCPA,SA,9,0,8.57349012858661,14.6409087035531,4.42353306743418,2
PS7,pCPA,SA,10,1,50.0512753105253,12.5448738146348,8.13955967668567,1
PS7,pCPA,SA,11,0,6.38715097172937,19.1020706564597,9.21640936984423,0
PS7,pCPA,SA,12,1,33.6767412553109,30.2696196447587,9.6229407905993,0
PS7,pCPA,SA,13,0,0.137585214422563,18.7788879239323,6.0308206412916,2
PS7,pCPA,SA,14,1,37.796311342876,13.4042808973667,8.2344087839594,0
PS7,pCPA,SA,15,0,4.36256835915809,30.5201486106385,5.31715365767659,3
PS7,pCPA,SA,16,1,54.8842552700539,10.1505293983376,9.42569255433324,1
PS7,pCPA,SA,17,0,2.72224114691023,29.2406415912812,9.2276293989329,1
PS7,pCPA,SA,18,1,46.0370434033661,27.2892206372291,10.9388136635109,0
PS7,pCPA,SA,19,0,2.72520691583798,30.8635299185072,3.70263188943152,0
PS7,pCPA,SA,20,1,32.2644913385893,12.7206431854937,8.67452866338833,3
PS8,pCPA,SA,1,0,5.23150521830892,17.0087195371134,7.07234603796924,1
PS8,pCPA,SA,2,0,2.28588732458477,16.865122297246,5.32643237646425,1
PS8,pCPA,SA,3,0,4.70063152555812,23.9747584608343,2.55379315990162,1
PS8,pCPA,SA,4,1,39.3408655731131,15.0643890103821,7.50859242325166,1
PS8,pCPA,SA,5,0,7.5809216332382,21.1053462569158,4.40311509024868,2
PS8,pCPA,SA,6,1,49.3195542882939,15.5651507691578,4.4149463079768,2
PS8,pCPA,SA,7,0,1.30824305619549,20.2547200340726,6.71947473683999,2
PS8,pCPA,SA,8,1,46.329752695323,13.8797367777258,5.04605133879111,0
PS8,pCPA,SA,9,0,10.3076192264269,27.4812408945452,6.61577193101609,0
PS8,pCPA,SA,10,1,57.1444182151765,23.0709560765651,3.1078421425442,3
PS8,pCPA,SA,11,0,4.38884759369211,18.8434641403291,9.25646829581395,3
PS8,pCPA,SA,12,1,38.9474893390179,14.977677645416,2.36612280263374,1
PS8,pCPA,SA,13,0,9.23963711227731,28.2823387738417,3.91617665408616,0
PS8,pCPA,SA,14,1,40.1217440337456,15.0428837536466,10.4579040303041,3
PS8,pCPA,SA,15,0,0.768861703251892,28.3973257505006,7.95642037203999,2
PS8,pCPA,SA,16,1,51.0480920901985,19.7482144656376,8.54484213492356,3
PS8,pCPA,SA,17,0,2.73909737355989,17.1459331096212,9.26832869327121,3
PS8,pCPA,SA,18,1,32.5315720056496,15.4560661848228,9.51128696367505,3
PS8,pCPA,SA,19,0,0.581948627898061,13.3286794468881,7.09130698897049,0
PS8,pCPA,SA,20,1,36.3590997544578,13.2804951651675,4.07421307605452,0
PS9,pCPA,SA,1,0,5.3460601626001,19.3278890100926,5.71048282441397,1
PS9,pCPA,SA,2,0,8.95183527279335,10.2901980901452,3.022870289645,3
PS9,pCPA,SA,3,0,3.44169718057992,12.4137686396946,4.27274706526257,0
PS9,pCPA,SA,4,1,36.8340755411633,15.9702344725421,3.6273094150139,0
PS9,pCPA,SA,5,0,2.36545216301772,18.4269205571442,9.74113205259675,3
PS9,pCPA,SA,6,1,52.9393463762965,29.9231087347876,4.14940478672418,3
PS9,pCPA,SA,7,0,10.402783667592,22.2784081109397,6.81093951552594,0
PS9,pCPA,SA,8,1,42.192676416701,28.5682816786116,4.26033065251028,2
PS9,pCPA,SA,9,0,0.111348271583581,12.1979552104036,4.54133211460175,3
PS9,pCPA,SA,10,1,46.4013360229719,13.9640153165924,2.8011790321686,3
PS9,pCPA,SA,11,0,1.07381042336451,27.9560775007435,5.97060015673996,2
PS9,pCPA,SA,12,1,38.9216047092971,26.9014323340991,9.73121814344539,1
PS9,pCPA,SA,13,0,9.86177814155053,20.8442343516569,10.9152454971428,0
PS9,pCPA,SA,14,1,38.67540901502,29.8394519779155,8.88889721166066,3
PS9,pCPA,SA,15,0,0.566214904293483,19.8571934407999,9.13303698390697,1
PS9,pCPA,SA,16,1,41.9835144446465,27.8607445987696,9.85849541857563,1
PS9,pCPA,SA,17,0,5.45595210721631,13.5408185132647,1.54126355634282,2
PS9,pCPA,SA,18,1,31.8924535611061,17.0458991278338,1.4205998168711,0
PS9,pCPA,SA,19,0,1.50373227014766,19.9284099093965,8.79555650955127,0
PS9,pCPA,SA,20,1,30.3355381061917,13.3606212704614,2.28405209498774,2
PS10,pCPA,SA,1,0,5.93048017503699,20.0957386057654,1.93704657689748,1
PS10,pCPA,SA,2,0,9.19655165369661,15.8020333137484,5.4723082934952,3
PS10,pCPA,SA,3,0,7.86894892625172,22.9086351858395,4.85831604815436,1
PS10,pCPA,SA,4,1,43.4444432563256,15.1997995163016,3.32037578649982,3
PS10,pCPA,SA,5,0,9.37882439764553,26.4181482966674,6.02475861284256,2
PS10,pCPA,SA,6,1,44.606617555112,20.2694668593757,8.86622014830893,1
PS10,pCPA,SA,7,0,0.251899309399199,10.7635053198462,7.73685199848982,1
PS10,pCPA,SA,8,1,50.2354517244076,29.1297469117885,9.15948118312399,3
PS10,pCPA,SA,9,0,1.53653438439268,20.9194732635125,5.9166496044951,2
PS10,pCPA,SA,10,1,30.8630094545947,23.9822174271075,9.58560306008868,3
PS10,pCPA,SA,11,0,0.747208308349558,22.9524370524198,5.21424973000565,0
PS10,pCPA,SA,12,1,30.8879455393475,11.2197466836005,10.174706435023,3
PS10,pCPA,SA,13,0,1.50532753713101,17.2995418584654,9.95234094698571,3
PS10,pCPA,SA,14,1,47.0128977501242,28.2088571417705,3.17162049606913,3
PS10,pCPA,SA,15,0,9.067573267218,11.5468711819189,3.42906058099544,1
PS10,pCPA,SA,16,1,49.4554285065742,28.0664181431105,4.63496021580618,3
PS10,pCPA,SA,17,0,8.69924511472661,25.4525208663357,10.0022775371629,2
PS10,pCPA,SA,18,1,39.517694961526,25.4018412058385,4.42919015629034,3
PS10,pCPA,SA,19,0,10.9758305394646,19.2541628211753,6.64994239403537,3
PS10,pCPA,SA,20,1,39.1207059314997,28.8384572478524,5.60913029373568,2
PS11,pCPA,SA,1,0,1.10461023149873,10.3210673812386,1.28203066801221,0
PS11,pCPA,SA,2,0,9.92379592237213,21.3393876014254,7.47037197311216,0
PS11,pCPA,SA,3,0,6.14431588412303,13.4689315855698,8.95196869657219,2
PS11,pCPA,SA,4,1,45.8879515056294,30.3149957428678,6.87193165330883,3
PS11,pCPA,SA,5,0,6.23106339645698,23.3327546446474,7.25749154035063,3
PS11,pCPA,SA,6,1,49.7901074711941,16.190752313925,6.24088371942373,2
PS11,pCPA,SA,7,0,10.6726203856589,27.4280028511757,1.05471483901627,0
PS11,pCPA,SA,8,1,30.0862152135763,25.0154974674335,8.74454503469898,3
PS11,pCPA,SA,9,0,6.58488163159665,24.0470852648471,5.22275407853114,0
PS11,pCPA,SA,10,1,31.2214675052916,21.6288834553592,8.35333854187179,1
PS11,pCPA,SA,11,0,0.463511664850989,14.4311369885663,5.71271793110186,0
PS11,pCPA,SA,12,1,54.1346929250484,21.5675944531598,7.98367410096021,2
PS11,pCPA,SA,13,0,6.92772713542547,25.0381643725832,8.35290572833482,3
PS11,pCPA,SA,14,1,58.9765441706227,19.8963347625562,3.64371738240295,3
PS11,pCPA,SA,15,0,2.12964929162983,11.5184312698144,1.37951369936916,3
PS11,pCPA,SA,16,1,42.9517071089795,10.9665135457726,4.63852432628315,1
PS11,pCPA,SA,17,0,5.81783926841807,14.422459287937,6.95743069752745,0
PS11,pCPA,SA,18,1,52.3438929005373,15.7059603497188,10.7770278273821,2
PS11,pCPA,SA,19,0,3.65054394221501,11.4618493436158,5.2452604013097,1
PS11,pCPA,SA,20,1,39.0228516367842,23.3768826031153,4.06076374253967,2
PS12,pCPA,SA,1,0,7.16354843327692,20.5423789224952,10.1738441525554,2
PS12,pCPA,SA,2,0,3.52142642342976,10.1709246852618,1.52612299683572,3
PS12,pCPA,SA,3,0,8.52068271389696,15.5484670141199,8.32096232731283,1
PS12,pCPA,SA,4,1,58.9989088153122,21.8736552607748,6.56039993267511,0
PS12,pCPA,SA,5,0,6.40250948357559,13.663822017137,3.15722425013385,0
PS12,pCPA,SA,6,1,31.8692886100849,20.9301347684557,7.98007370617608,2
PS12,pCPA,SA,7,0,5.01592037111111,12.1650513009096,2.94711190246932,0
PS12,pCPA,SA,8,1,49.2896698047671,28.9818515881753,8.1573711628382,2
PS12,pCPA,SA,9,0,5.67334445665824,17.1876346163507,6.27994651196237,0
PS12,pCPA,SA,10,1,51.5345260428065,10.9631090438057,3.76601473666353,3
PS12,pCPA,SA,11,0,0.193647348118562,21.838198786839,4.45226363836624,3
PS12,pCPA,SA,12,1,33.6816642782686,15.708057398235,5.47340465857272,2
PS12,pCPA,SA,13,0,6.5464503273876,26.47078932407,10.9116276422257,3
PS12,pCPA,SA,14,1,44.3639692757892,29.0557522970799,1.29741224098697,0
PS12,pCPA,SA,15,0,8.90545392108566,24.8174434614563,4.0305730656497,2
PS12,pCPA,SA,16,1,33.0851971351758,16.0490621777504,7.2658794778987,1
PS12,pCPA,SA,17,0,6.28371455288513,15.3214511925714,3.74466461832417,3
PS12,pCPA,SA,18,1,50.0649652257656,30.2919209611618,7.95791988507926,3
PS12,pCPA,SA,19,0,10.2527189537581,11.1843312451935,9.53767365448584,3
PS12,pCPA,SA,20,1,50.9623239832123,21.2328796120338,4.2231470081353,1
CC1,VEH,CTRL,1,0,1.81598135334918,21.717163846795,5.06312619233944,0
CC1,VEH,CTRL,2,0,5.37045391398719,27.8726253782517,4.24254998396323,2
CC1,VEH,CTRL,3,0,11.0237598491006,17.3372720413014,3.02072295198747,3
CC1,VEH,CTRL,4,1,37.7924616538476,16.8361458571616,4.72389447579964,2
CC1,VEH,CTRL,5,0,10.1653941304605,28.2744599321326,8.40173728109612,3
CC1,VEH,CTRL,6,1,37.199575765341,12.5415979344506,4.60483548169587,0
CC1,VEH,CTRL,7,0,3.6837304092137,23.4203219586317,9.79539354316988,2
CC1,VEH,CTRL,8,1,21.8617292536702,21.1575065260711,6.02006192473813,2
CC1,VEH,CTRL,9,0,18.9143707059542,10.1884619803309,1.11154919023932,3
CC1,VEH,CTRL,10,1,38.3812862347497,12.4243520526961,9.03888463327076,2
CC1,VEH,CTRL,11,0,25.851400058062,23.2079930126305,7.79239680828051,1
CC1,VEH,CTRL,12,1,30.3899450313816,21.5416685002823,6.48132458296947,1
CC1,VEH,CTRL,13,0,30.303395710446,29.1682473203056,6.93859607560218,1
CC1,VEH,CTRL,14,1,23.036410105962,23.6124858081289,3.51052122565428,1
CC1,VEH,CTRL,15,0,11.4416025587313,23.4963623064452,10.7186843696305,2
CC1,VEH,CTRL,16,1,24.490401149609,17.7440572956074,7.03099999136946,0
CC1,VEH,CTRL,17,0,21.562108690283,30.5789252184733,4.05736341595967,1
CC1,VEH,CTRL,18,1,11.5117997681081,15.8087433455622,2.91909259717148,1
CC1,VEH,CTRL,19,0,22.1623808690461,29.9009805777507,6.66763307141903,3
CC1,VEH,CTRL,20,1,20.0833257248496,25.600314591441,9.34129545173871,2
CC2,VEH,CTRL,1,0,12.6770103592618,13.6058073010886,3.93683431188636,1
CC2,VEH,CTRL,2,0,10.0643864931085,23.4245523718718,1.95227757964085,0
CC2,VEH,CTRL,3,0,3.28681520257613,19.9622737404482,8.43998845016075,1
CC2,VEH,CTRL,4,1,45.9980735316879,13.1659574728622,1.92612104169701,2
CC2,VEH,CTRL,5,0,3.3814304532545,15.6185236322938,5.6014512990183,2
CC2,VEH,CTRL,6,1,33.9715387464151,26.7404402538881,2.6185480347515,0
CC2,VEH,CTRL,7,0,26.6310354905838,19.1942698628777,3.97329778730848,0
CC2,VEH,CTRL,8,1,40.8064690766439,21.8186052428434,1.80215092080615,0
CC2,VEH,CTRL,9,0,30.2687527581723,22.096852454455,4.0172722480229,1
CC2,VEH,CTRL,10,1,31.0750853121672,12.7839374108786,10.4172681597146,3
CC2,VEH,CTRL,11,0,14.2823733902137,11.6929442657184,8.67624302576123,3
CC2,VEH,CTRL,12,1,36.2379827372313,25.7998795732925,6.80126980983875,1
CC2,VEH,CTRL,13,0,22.2702267845134,21.9266373526786,1.32954913593481,0
CC2,VEH,CTRL,14,1,17.6980674013617,18.8621836168459,10.5059226193706,2
CC2,VEH,CTRL,15,0,22.6258749426881,24.85967862387,1.37950948197587,1
CC2,VEH,CTRL,16,1,30.5846696743831,28.010336906892,2.42626740969964,2
CC2,VEH,CTRL,17,0,5.91151660157501,13.1794939464788,1.63956170921027,3
CC2,VEH,CTRL,18,1,27.3265940987849,23.2844246706006,7.40821318041237,1
CC2,VEH,CTRL,19,0,23.9925967566412,20.456593583178,9.78772623807264,3
CC2,VEH,CTRL,20,1,18.5819207907326,24.9794481531879,3.49423467436701,1
CC3,VEH,CTRL,1,0,6.85823663918686,26.6771818169889,3.70887677664707,0
CC3,VEH,CTRL,2,0,23.1229175804783,22.8973419217378,8.24824387242715,0
CC3,VEH,CTRL,3,0,30.0912428249005,25.3061210416058,3.25423874250613,1
CC3,VEH,CTRL,4,1,42.6899959679837,25.7798796737004,7.58293436443679,1
CC3,VEH,CTRL,5,0,7.60020946088674,28.5781792418042,8.17144928314695,0
CC3,VEH,CTRL,6,1,31.1498766354708,24.1695347350153,8.9395551703423,3
CC3,VEH,CTRL,7,0,22.5738974731613,12.2211027383726,9.61714783334902,0
CC3,VEH,CTRL,8,1,27.9827828639748,20.2831998805048,9.73875835643109,3
CC3,VEH,CTRL,9,0,2.02475954087269,12.7085386610864,1.20331334432297,1
CC3,VEH,CTRL,10,1,21.9942980306622,10.112256305827,5.90407261434141,1
CC3,VEH,CTRL,11,0,29.7452395240592,16.2121436089481,1.1280192435408,2
CC3,VEH,CTRL,12,1,26.6123617946107,26.4748334506559,2.98616183727543,3
CC3,VEH,CTRL,13,0,12.1701947170959,21.5562158463136,10.0288718691069,1
CC3,VEH,CTRL,14,1,11.3696466464421,29.8256748434477,5.3138027109983,1
CC3,VEH,CTRL,15,0,10.3754136703684,11.8969460679162,1.95237344467083,3
CC3,VEH,CTRL,16,1,29.4063355834949,27.0543339578085,9.38394165711262,1
CC3,VEH,CTRL,17,0,9.59194698185181,11.5350350224156,8.21869759409775,2
CC3,VEH,CTRL,18,1,11.7296521999878,18.3242966748361,6.48979846986809,2
CC3,VEH,CTRL,19,0,15.3681404947671,18.2724798334681,5.05500947769112,2
CC3,VEH,CTRL,20,1,21.084990880172,17.2427576785642,8.07265830451921,2
CC4,VEH,CTRL,1,0,7.48317147038895,13.9548695826572,9.30046938679825,2
CC4,VEH,CTRL,2,0,5.61103161177928,20.2768683708885,6.1361445383482,0
CC4,VEH,CTRL,3,0,5.39145155154721,30.8679347989141,5.78258354079257,1
CC4,VEH,CTRL,4,1,34.4577168013237,30.3945375226573,5.19063905355197,1
CC4,VEH,CTRL,5,0,0.52986192570015,29.8285275893433,10.7259633206544,3
CC4,VEH,CTRL,6,1,31.3076851475574,10.4120340038356,8.64122554850542,1
CC4,VEH,CTRL,7,0,24.4160984149459,23.2239501283932,10.7332265201644,0
CC4,VEH,CTRL,8,1,36.1523733703647,16.1967957981799,3.59050263431824,0
CC4,VEH,CTRL,9,0,16.66023603681,28.162225961109,7.00573438125447,3
CC4,VEH,CTRL,10,1,45.4404674759742,28.8507159569229,5.9301031736185,1
CC4,VEH,CTRL,11,0,9.02282979517863,23.2592593665283,9.58731874867076,2
CC4,VEH,CTRL,12,1,44.2905463555518,21.1725141307713,10.5220418377598,3
CC4,VEH,CTRL,13,0,3.40294519189477,11.8127615284815,3.29436530845727,2
CC4,VEH,CTRL,14,1,20.1366114802243,30.2927425665606,4.70116631645438,2
CC4,VEH,CTRL,15,0,7.40092232236753,14.511195484144,5.5222031554145,3
CC4,VEH,CTRL,16,1,27.6181506153997,18.7228533058162,4.28445491321619,3
CC4,VEH,CTRL,17,0,12.5750745318453,28.1391798947355,3.9391037734154,1
CC4,VEH,CTRL,18,1,13.2429830212102,22.9076530863216,2.80516170686303,2
CC4,VEH,CTRL,19,0,23.0954277761376,17.9633646060284,9.36607547943975,2
CC4,VEH,CTRL,20,1,20.9994550860021,22.7970710794076,8.66713591099868,0
CC5,VEH,CTRL,1,0,17.3508493945883,23.2798157585784,8.85073756633287,3
CC5,VEH,CTRL,2,0,20.2327824702357,16.2634505800202,6.92916188776352,1
CC5,VEH,CTRL,3,0,1.17741091149114,19.6567596772479,3.35709889560563,3
CC5,VEH,CTRL,4,1,26.4845367633958,11.079665727594,5.84584142388928,1
CC5,VEH,CTRL,5,0,28.0641543732357,29.3799874969332,10.4894795012332,3
CC5,VEH,CTRL,6,1,38.4883787360934,28.2191276362255,4.19963747044841,1
CC5,VEH,CTRL,7,0,14.7722420830024,11.5599394350178,10.7515372310914,0
CC5,VEH,CTRL,8,1,21.571493492569,26.4109034538449,1.33270156387543,3
CC5,VEH,CTRL,9,0,29.8403205983502,10.1633284588064,7.22968623450923,0
CC5,VEH,CTRL,10,1,28.3083157815083,28.3663543890709,1.68892506241559,2
CC5,VEH,CTRL,11,0,12.8614582707001,24.9942736657122,10.8452329275601,0
CC5,VEH,CTRL,12,1,38.562613793024,25.4118960838202,2.16971440972478,3
CC5,VEH,CTRL,13,0,2.88894505425916,27.5157543564159,1.68233548382961,3
CC5,VEH,CTRL,14,1,26.6885945137857,12.5892630908714,3.4218496585621,3
CC5,VEH,CTRL,15,0,1.52702532276334,25.8370035808944,2.21517742071487,1
CC5,VEH,CTRL,16,1,17.2218380757444,27.0841951636996,6.69826215407761,2
CC5,VEH,CTRL,17,0,15.5093896861157,18.2092700853567,2.64296940618533,3
CC5,VEH,CTRL,18,1,28.8703226913843,28.5576749002612,4.30888861933475,0
CC5,VEH,CTRL,19,0,23.5993635094149,11.0899303614607,3.62809971105515,2
CC5,VEH,CTRL,20,1,26.8558559603568,18.8539072581732,1.37459809760746,1
CC6,VEH,CTRL,1,0,26.1119206402243,22.9699351081269,10.2996891316073,1
CC6,VEH,CTRL,2,0,12.7781055233995,21.5610344959028,5.29984494801941,3
CC6,VEH,CTRL,3,0,4.39851118795089,30.1534660355099,7.6972102120868,0
CC6,VEH,CTRL,4,1,24.2648636365418,26.1022364313246,8.11310015308868,3
CC6,VEH,CTRL,5,0,12.9446166988081,10.5420546246555,4.99999828450194,2
CC6,VEH,CTRL,6,1,39.4817621304576,11.7633223808866,7.13490930804711,1
CC6,VEH,CTRL,7,0,21.3314179912099,11.275731178756,2.08330394036909,3
CC6,VEH,CTRL,8,1,30.2432067002577,18.3908739094021,3.17389242899818,1
CC6,VEH,CTRL,9,0,2.12701331974193,13.2856806081659,2.22421908476287,3
CC6,VEH,CTRL,10,1,29.6076491533445,25.0022998703551,10.4458567460436,1
CC6,VEH,CTRL,11,0,5.29420594154061,29.5470494093534,1.89866193309134,2
CC6,VEH,CTRL,12,1,31.1269706013736,18.8685929150993,6.14185873978558,2
CC6,VEH,CTRL,13,0,5.1484679083293,15.7220652715986,7.53402734629684,1
CC6,VEH,CTRL,14,1,24.5205877617192,26.3818573316107,9.15085044666834,0
CC6,VEH,CTRL,15,0,17.2543044658165,24.889173863334,3.22091335415317,1
CC6,VEH,CTRL,16,1,27.6057255273846,30.141296796858,3.00792691287955,1
CC6,VEH,CTRL,17,0,29.2964327737175,12.3903590785083,2.75008981895487,0
CC6,VEH,CTRL,18,1,14.3769375434888,29.5511274429511,10.8008256775069,1
CC6,VEH,CTRL,19,0,10.6443251062872,16.6011419652717,4.85361284349647,0
CC6,VEH,CTRL,20,1,23.9950268011211,24.7636027253088,5.87123067430253,2
CC7,VEH,CTRL,1,0,4.83439644284301,28.9926574415581,2.28353366607447,2
CC7,VEH,CTRL,2,0,30.7310328450113,15.034023232774,10.3782623693204,3
CC7,VEH,CTRL,3,0,1.18405017524481,11.3151669495711,4.20587394077053,1
CC7,VEH,CTRL,4,1,21.7201331266283,21.9521849899391,10.2712199246323,1
CC7,VEH,CTRL,5,0,15.4396300224833,10.8586685152089,2.54803372585734,2
CC7,VEH,CTRL,6,1,45.4280839123464,28.6163762652064,10.3697118972113,2
CC7,VEH,CTRL,7,0,10.9251229714369,16.1071403107069,3.87098994150675,1
CC7,VEH,CTRL,8,1,23.238665190667,21.916368920047,10.1817501753104,1
CC7,VEH,CTRL,9,0,25.1240130562899,21.2822689002598,7.26315335359124,3
CC7,VEH,CTRL,10,1,23.4875468350598,24.6022873958755,9.54756597571452,1
CC7,VEH,CTRL,11,0,22.8637581300996,22.1805943070771,7.83226327625022,3
CC7,VEH,CTRL,12,1,22.8074384141894,19.9301603586759,7.35308455495422,3
CC7,VEH,CTRL,13,0,10.8853217563031,18.1519407885207,7.76506455060151,1
CC7,VEH,CTRL,14,1,19.114199335827,23.9709892339521,2.46327356588467,3
CC7,VEH,CTRL,15,0,27.8755002194377,26.4436798383143,9.23792878981662,1
CC7,VEH,CTRL,16,1,24.1936381077828,20.4086861603029,3.03890924446651,2
CC7,VEH,CTRL,17,0,7.55390898730109,28.5376073451366,1.55821771602048,2
CC7,VEH,CTRL,18,1,17.3601109644669,17.5154729785592,5.44309992346602,0
CC7,VEH,CTRL,19,0,29.8884590024196,22.3504453835809,2.75406232883966,0
CC7,VEH,CTRL,20,1,22.3693990749324,27.7916646255141,6.04421120732009,0
CC8,VEH,CTRL,1,0,21.1563815594246,26.2657583362293,4.5106872452604,2
CC8,VEH,CTRL,2,0,8.75600294937857,13.6148540345364,1.33627986657018,3
CC8,VEH,CTRL,3,0,12.9421007966277,13.0898339027274,5.45276757632832,3
CC8,VEH,CTRL,4,1,25.2418404620584,23.5605194119334,3.40225853253118,3
CC8,VEH,CTRL,5,0,3.32737183798609,10.2350121907343,6.77828765802044,3
CC8,VEH,CTRL,6,1,35.2899517895742,27.4086442084427,10.5424436345661,1
CC8,VEH,CTRL,7,0,23.5432826728492,13.2420982309782,6.72549218846459,3
CC8,VEH,CTRL,8,1,26.8600600294135,10.7730552837833,2.34708722623792,2
CC8,VEH,CTRL,9,0,14.9768966839591,23.3655730645695,1.53796076934266,0
CC8,VEH,CTRL,10,1,28.86985250987,21.7978007221554,10.8517838331094,2
CC8,VEH,CTRL,11,0,18.3032556941738,25.8293365765747,4.20523967968648,0
CC8,VEH,CTRL,12,1,38.1020310476102,14.3502567006194,10.8645397845121,2
CC8,VEH,CTRL,13,0,17.1407766136842,30.4977996751158,1.83536686765198,3
CC8,VEH,CTRL,14,1,30.3874344473895,16.5139174887652,8.06817838139103,3
CC8,VEH,CTRL,15,0,7.46656469712903,15.4613997517777,1.04392130833368,2
CC8,VEH,CTRL,16,1,20.6270839887845,29.7380654794164,4.96578141582311,0
CC8,VEH,CTRL,17,0,13.5735119164032,13.1606911237668,5.82232566143,0
CC8,VEH,CTRL,18,1,24.6653464073365,12.9295934331678,8.17775527528786,1
CC8,VEH,CTRL,19,0,29.6334242252106,11.5367554765482,9.44992979240059,2
CC8,VEH,CTRL,20,1,22.9368968531739,27.6248743574491,3.38846317451146,2
CC9,VEH,CTRL,1,0,11.4357600303336,27.2116322161234,10.9473455559926,3
CC9,VEH,CTRL,2,0,19.0394331900183,10.3086889068189,8.0688926691095,0
CC9,VEH,CTRL,3,0,30.8843836665413,17.299864947817,8.9320142305526,1
CC9,VEH,CTRL,4,1,33.4452814111216,12.8169363373547,2.78686722780221,2
CC9,VEH,CTRL,5,0,25.4030837990312,14.4147554275546,9.49315389455666,2
CC9,VEH,CTRL,6,1,34.3128541905858,29.3222329632526,10.4817865648911,3
CC9,VEH,CTRL,7,0,24.4553011538116,13.393305115199,4.88719845716148,1
CC9,VEH,CTRL,8,1,44.7742688944724,28.5011480048704,6.60515196197838,3
CC9,VEH,CTRL,9,0,8.15831948678235,13.2967733732555,8.17674366448587,2
CC9,VEH,CTRL,10,1,36.6523364515241,19.6603081576239,8.61055247055686,1
CC9,VEH,CTRL,11,0,28.2171984463559,25.0553969538161,8.16681947898741,2
CC9,VEH,CTRL,12,1,24.8388608705922,25.5164914849674,4.9727106495231,0
CC9,VEH,CTRL,13,0,6.82208196095111,24.1745054645708,4.26843174353974,2
