Subject,Drug,Treatment,Trial,Type,TimeNearStimulus,AbsoluteTurnAngle,Speed,Freezing
CC9,VEH,CTRL,14,1,22.6788044257123,30.9055371491913,4.30363144181417,3
CC9,VEH,CTRL,15,0,28.3810727675156,18.8273146897189,2.74863277702304,0
CC9,VEH,CTRL,16,1,16.4601625543843,22.8574399387755,4.94626632612463,2
CC9,VEH,CTRL,17,0,5.49670400002939,13.9490072348635,7.9867546321569,1
CC9,VEH,CTRL,18,1,15.3043957835679,27.9667624418696,6.08388892515307,0
CC9,VEH,CTRL,19,0,19.7153890065645,29.7116764625722,4.71958434195643,2
CC9,VEH,CTRL,20,1,26.9390054818586,16.3482111389818,4.14410542432226,0
CC10,VEH,CTRL,1,0,21.2109479854097,23.4378486093052,10.7253684172566,0
CC10,VEH,CTRL,2,0,15.9403941174025,14.5156476046784,7.85303643642621,1
CC10,VEH,CTRL,3,0,30.3451162575923,28.6687494223776,3.61032460362804,1
CC10,VEH,CTRL,4,1,34.1721583872868,22.6986749462076,3.99738305730882,2
CC10,VEH,CTRL,5,0,8.85570722723732,27.0029929780931,2.30759969382901,0
CC10,VEH,CTRL,6,1,21.76315387174,29.1997530835955,6.85363739378625,1
CC10,VEH,CTRL,7,0,2.14834071578528,14.3301597155109,6.02639084556965,0
CC10,VEH,CTRL,8,1,40.5059951754262,27.4866439090976,5.45128774509789,0
CC10,VEH,CTRL,9,0,23.7103825878471,26.1134201253877,3.6322252455335,2
CC10,VEH,CTRL,10,1,44.0709746636342,21.1090614761532,3.98430017253902,1
CC10,VEH,CTRL,11,0,22.801336194143,23.7261186426391,6.28844156795085,0
CC10,VEH,CTRL,12,1,28.1362074768108,11.2749764661932,9.39694248229673,1
CC10,VEH,CTRL,13,0,19.1399002221143,24.260491141399,8.24875028894563,1
CC10,VEH,CTRL,14,1,23.2097907243672,14.4471841482756,3.75013066444685,3
CC10,VEH,CTRL,15,0,25.8422222563155,13.8116404990294,7.03099681384991,0
CC10,VEH,CTRL,16,1,20.5821393382046,23.2310505329006,5.62157071350909,3
CC10,VEH,CTRL,17,0,3.71514636935058,28.7673804477735,7.87617199761557,2
CC10,VEH,CTRL,18,1,29.7891887475879,20.5431010316567,3.66624324807149,2
CC10,VEH,CTRL,19,0,20.2312765736291,25.2605840207639,1.8525956574539,1
CC10,VEH,CTRL,20,1,27.5008009728079,16.997210082366,5.02543186626922,1
CC11,VEH,CTRL,1,0,3.55061329948842,15.1686472150171,1.69624376165952,3
CC11,VEH,CTRL,2,0,25.2162842446122,13.2557018612175,4.3041808295913,2
CC11,VEH,CTRL,3,0,0.0829973186438466,27.4954147309305,4.32053886837652,0
CC11,VEH,CTRL,4,1,25.5782525036831,19.4738142536381,6.26806559921688,0
CC11,VEH,CTRL,5,0,3.24562563202634,22.4720472329734,1.12258650914675,2
CC11,VEH,CTRL,6,1,36.9379246393836,25.6578264624756,4.5348000862332,0
CC11,VEH,CTRL,7,0,8.10131762694481,22.6611458135494,10.963333470071,2
CC11,VEH,CTRL,8,1,37.2109951897368,25.1427492406581,8.22643530189101,1
CC11,VEH,CTRL,9,0,19.0176869790475,25.6023555588273,5.85782836690161,3
CC11,VEH,CTRL,10,1,27.1450579442858,25.6652869779756,5.26479011410579,1
CC11,VEH,CTRL,11,0,29.984148656554,12.583106934791,7.81183670422234,0
CC11,VEH,CTRL,12,1,42.769840908308,12.2400537683125,7.9973343834409,0
CC11,VEH,CTRL,13,0,0.0165809327074507,19.6754424776978,9.66641563883951,3
CC11,VEH,CTRL,14,1,11.4854000881117,17.8850721089909,3.49281148222741,0
CC11,VEH,CTRL,15,0,3.16287696198325,20.3522778877198,1.25117059410815,3
CC11,VEH,CTRL,16,1,20.2533106642561,15.4016638221952,7.80110891374563,1
CC11,VEH,CTRL,17,0,1.34061237636152,28.851438477142,5.91525180480425,1
CC11,VEH,CTRL,18,1,16.2292833952743,19.3826285798365,1.70533420247066,2
CC11,VEH,CTRL,19,0,14.9325266987333,14.4511499633864,2.95260503907902,3
CC11,VEH,CTRL,20,1,22.2894554743512,27.3640747039578,2.15466852476789,3
CC12,VEH,CTRL,1,0,20.7736494822632,12.8769600998225,9.42731267931605,1
CC12,VEH,CTRL,2,0,9.01825305160062,23.2195676393204,6.23093548890357,3
CC12,VEH,CTRL,3,0,3.13819498214913,24.7572421862996,3.39109439118485,2
CC12,VEH,CTRL,4,1,38.5071602121758,28.3663081231509,7.79443971592889,0
CC12,VEH,CTRL,5,0,25.0206720431749,16.9711410993889,9.81304283719721,1
CC12,VEH,CTRL,6,1,44.8401391290576,15.4173941247546,6.69393101514028,0
CC12,VEH,CTRL,7,0,4.94146104664892,21.6092440650134,3.77936496191558,0
CC12,VEH,CTRL,8,1,26.2108903254868,29.4121455047704,1.95363384980056,2
CC12,VEH,CTRL,9,0,27.784113151727,17.4900711281538,9.44324062374813,0
CC12,VEH,CTRL,10,1,41.8067546415193,14.6803119272698,8.62203066444892,0
CC12,VEH,CTRL,11,0,1.77915939369544,20.4158122830906,6.84306820837118,2
CC12,VEH,CTRL,12,1,27.5034918972232,25.3898926171698,9.47035643224551,2
CC12,VEH,CTRL,13,0,13.8997849828267,23.9928517897498,2.7594753489827,0
CC12,VEH,CTRL,14,1,21.2621090742149,14.9834758344186,1.76023780654881,2
CC12,VEH,CTRL,15,0,17.5346368362784,18.5003277191251,9.20397936015402,3
CC12,VEH,CTRL,16,1,25.9039696623987,18.3739168710528,5.18921681298843,1
CC12,VEH,CTRL,17,0,8.75681231516862,10.7592979521414,3.44837372692168,0
CC12,VEH,CTRL,18,1,23.2821803781082,13.95485660088,5.89733921111596,2
CC12,VEH,CTRL,19,0,19.463229185368,30.8422941972154,1.76494650527154,1
CC12,VEH,CTRL,20,1,24.3551168026263,10.1547067590416,1.11643467933711,2
CS1,VEH,SA,1,0,14.0325137859055,31.2581045394279,8.64073601752498,3
CS1,VEH,SA,2,0,5.9394153329932,37.824857536588,9.38861252455321,5
CS1,VEH,SA,3,0,21.1563703059847,47.719467310003,2.97646088732191,3
CS1,VEH,SA,4,1,8.59731137989252,36.3211298445094,1.27715330762441,36
CS1,VEH,SA,5,0,25.0798734306063,20.0488292958475,8.36869049955473,4
CS1,VEH,SA,6,1,4.22006083836779,34.3960878427981,3.3309651485933,39
CS1,VEH,SA,7,0,6.92662553423316,48.2326302756133,7.72149982382602,3
CS1,VEH,SA,8,1,0.419948447756563,47.0530402705854,6.81596914965218,28
CS1,VEH,SA,9,0,15.485936951893,36.7652783545036,10.6671635855754,12
CS1,VEH,SA,10,1,7.19748594369823,27.3811396400753,9.60384388941263,13
CS1,VEH,SA,11,0,14.1632447090957,48.3113969778724,3.57577885908806,26
CS1,VEH,SA,12,1,8.77942338700829,26.9774721768769,6.4772851438305,35
CS1,VEH,SA,13,0,0.58354316651977,32.0062346136452,4.18232988382546,24
CS1,VEH,SA,14,1,9.82484674527524,28.944865052629,3.54243077221014,30
CS1,VEH,SA,15,0,21.8400483452065,21.7449073452204,1.10848155409036,12
CS1,VEH,SA,16,1,5.18867765944943,27.343127062525,9.81515194879023,16
CS1,VEH,SA,17,0,15.1207359519625,29.1014086919574,7.17763194562031,6
CS1,VEH,SA,18,1,7.98407269113771,44.1525285499615,5.69085043612254,21
CS1,VEH,SA,19,0,17.4292067185766,24.9364379806701,5.85801450621948,23
CS1,VEH,SA,20,1,5.55765912803263,43.9464819638252,5.43239102891795,11
CS2,VEH,SA,1,0,15.3911988334663,37.6565550964719,2.63846660757027,23
CS2,VEH,SA,2,0,11.6236403854259,44.5160664292494,6.69937257256026,5
CS2,VEH,SA,3,0,0.390088418265955,17.4251500277183,8.7276764408553,26
CS2,VEH,SA,4,1,8.56091680688929,34.0317132365993,10.6376808127466,28
CS2,VEH,SA,5,0,17.4940950660009,39.4443855298846,5.29964359053038,28
CS2,VEH,SA,6,1,6.55666143054572,19.5781255502132,10.0015902960661,31
CS2,VEH,SA,7,0,20.7895598521819,16.8017248466838,3.99393987334869,26
CS2,VEH,SA,8,1,4.80056749089575,34.0145670786944,3.50142429310138,14
CS2,VEH,SA,9,0,23.0507765869424,16.6060650871304,9.39012773474848,21
CS2,VEH,SA,10,1,6.56164217093281,38.4371176982452,2.99199618417484,29
CS2,VEH,SA,11,0,0.563662183662615,24.2691681008477,10.5658555754758,21
CS2,VEH,SA,12,1,3.03812084551851,24.0934741044642,9.66378796740368,17
CS2,VEH,SA,13,0,21.5856008360118,22.4940077286784,7.47304729972724,26
CS2,VEH,SA,14,1,8.38732634998928,41.1779913532045,8.31597879849347,35
CS2,VEH,SA,15,0,27.9980869568414,35.2130571241668,8.99340684778492,5
CS2,VEH,SA,16,1,10.8348958391353,31.3800226717131,2.23943917803767,26
CS2,VEH,SA,17,0,22.6370973057645,45.1495733452656,6.72976793954613,9
CS2,VEH,SA,18,1,2.57540541818823,19.6910032312292,2.78580692953665,13
CS2,VEH,SA,19,0,13.7128613823724,25.9438208886706,5.52161391006187,6
CS2,VEH,SA,20,1,5.5205378084918,34.7242759554394,4.49734578370908,30
CS3,VEH,SA,1,0,20.2916560935536,28.2541345765756,6.76106891617626,30
CS3,VEH,SA,2,0,8.35875578544036,44.2301190834113,10.676815087954,22
CS3,VEH,SA,3,0,14.8696427690049,45.2749816637132,10.6099060172672,5
CS3,VEH,SA,4,1,6.93498249996686,47.7297560029719,9.33430310597723,13
CS3,VEH,SA,5,0,1.26996305497466,37.678485313412,7.02216394076122,5
CS3,VEH,SA,6,1,4.13296512114589,21.1583369498601,10.7078950003384,27
CS3,VEH,SA,7,0,7.95719139530302,18.0627735514204,10.356822931737,15
CS3,VEH,SA,8,1,3.12511521479853,27.0745911174345,6.75562271770023,33
CS3,VEH,SA,9,0,24.3025920267729,29.073582666517,5.71531041123385,22
CS3,VEH,SA,10,1,7.20417984245189,20.7603634454031,5.14818523614698,34
CS3,VEH,SA,11,0,5.39328312308299,27.0060184941788,7.60672740996298,7
CS3,VEH,SA,12,1,2.06771407281645,39.7119432492191,1.98482162523048,18
CS3,VEH,SA,13,0,6.1829372512962,31.1759603370317,8.96065911798994,26
CS3,VEH,SA,14,1,6.07290235366278,18.032874520884,9.96997268723253,13
CS3,VEH,SA,15,0,21.5959242962696,19.8499979115492,2.44113101942395,0
CS3,VEH,SA,16,1,10.4112331064483,24.9721019031565,8.48222662399656,24
CS3,VEH,SA,17,0,11.146523113759,33.5963640173653,9.24257122341261,10
CS3,VEH,SA,18,1,5.29873103367963,42.6926430412303,7.5238548823852,36
CS3,VEH,SA,19,0,8.28674032285848,18.2560392684525,4.60442754694503,24
CS3,VEH,SA,20,1,9.00524732770967,34.817085016554,4.4385620093035,40
CS4,VEH,SA,1,0,4.82060429535877,48.6022696622041,7.47560388615833,4
CS4,VEH,SA,2,0,6.11573052554788,36.2923750781476,6.70318266135983,12
CS4,VEH,SA,3,0,26.5037794809522,26.153662334457,6.92544821772668,23
CS4,VEH,SA,4,1,9.55843657019428,42.926875990871,5.4833543426351,26
CS4,VEH,SA,5,0,16.9342906047475,28.1880564857449,10.6167259098535,17
CS4,VEH,SA,6,1,11.5279097174832,33.1274114932556,5.3537898653787,22
CS4,VEH,SA,7,0,14.4382650446685,42.5376282649413,4.24041721558781,27
CS4,VEH,SA,8,1,3.78319127723927,15.4919947964495,5.05468542396508,31
CS4,VEH,SA,9,0,3.39695741136488,36.3890368235814,1.97845930798529,10
CS4,VEH,SA,10,1,3.901526630555,39.1836333279365,7.55222393094464,13
CS4,VEH,SA,11,0,11.0312437483526,38.280500070928,3.96817193787989,30
CS4,VEH,SA,12,1,7.80436729408828,44.5081964161228,1.35867161194523,33
CS4,VEH,SA,13,0,20.5054924367274,41.6578091980169,7.34879249657803,19
CS4,VEH,SA,14,1,5.14478620929001,33.4625515072213,1.43814863340429,30
CS4,VEH,SA,15,0,18.74463842367,15.2437310940928,4.96304934562378,8
CS4,VEH,SA,16,1,1.12491331415163,44.0858630541039,7.95400039562624,40
CS4,VEH,SA,17,0,3.58210739396134,41.1431962858088,5.51669107407975,14
CS4,VEH,SA,18,1,2.33899974404368,24.0351577354124,1.49973127939724,33
CS4,VEH,SA,19,0,7.74072671142557,30.2257357881351,8.21625823298862,6
CS4,VEH,SA,20,1,4.23479966751969,24.0134823203274,1.35068213679306,32
CS5,VEH,SA,1,0,22.2818447369189,42.7696906749943,10.037099407748,2
CS5,VEH,SA,2,0,23.8253139696677,28.0236950950732,5.04675827748346,16
CS5,VEH,SA,3,0,3.90014252091133,21.0927465128127,3.6100250053366,22
CS5,VEH,SA,4,1,6.32964591231736,21.2083220582834,9.73488892689623,28
CS5,VEH,SA,5,0,11.6021789312967,28.6386614985931,4.76425552172833,11
CS5,VEH,SA,6,1,4.79678528456085,45.7164291253251,1.08183842479034,31
CS5,VEH,SA,7,0,15.8263111023041,37.7976822992434,10.5269446329623,5
CS5,VEH,SA,8,1,11.7360739940417,34.1931601422746,8.6148580588025,17
CS5,VEH,SA,9,0,6.39906468826877,23.0391665360666,2.83862756669958,9
CS5,VEH,SA,10,1,1.44007580562711,34.9975245300606,10.1254832934059,30
CS5,VEH,SA,11,0,12.1115734268211,38.4104065803531,9.8989649003723,22
CS5,VEH,SA,12,1,8.87722630459294,47.0221441934071,3.85342204638046,12
CS5,VEH,SA,13,0,25.4382250431804,33.7498470727173,10.457182279952,23
CS5,VEH,SA,14,1,8.94181039443531,26.2211547517554,2.44632901921352,32
CS5,VEH,SA,15,0,5.87220260942735,32.4804421509994,6.49027751673579,14
CS5,VEH,SA,16,1,0.159950517015671,22.9568906260976,7.65757662991227,31
CS5,VEH,SA,17,0,5.20988075348101,22.2868493325557,6.80049211175311,13
CS5,VEH,SA,18,1,6.33166941568253,39.7103676044698,10.6910843825305,34
CS5,VEH,SA,19,0,20.4184824034891,28.0764951360602,8.54997403165485,15
CS5,VEH,SA,20,1,0.407073691383944,46.0856511213039,3.63614344962454,38
CS6,VEH,SA,1,0,3.60009742125213,36.5309922055887,7.92478322578628,3
CS6,VEH,SA,2,0,26.8916980496174,46.1347556057062,6.40806758177531,6
CS6,VEH,SA,3,0,12.9404496984453,17.8201834565819,7.94280699921968,25
CS6,VEH,SA,4,1,8.57612276946042,35.3427572850302,3.16265875135455,16
CS6,VEH,SA,5,0,8.59447962684154,32.2435617675071,1.29243232927804,17
CS6,VEH,SA,6,1,5.74668783346469,29.7626103480127,3.65490899330955,32
CS6,VEH,SA,7,0,24.4811607521747,19.7765111064964,6.20614948208283,9
CS6,VEH,SA,8,1,2.59574503061003,28.2844351527261,2.67412441620254,40
CS6,VEH,SA,9,0,21.6481990986078,18.4104811343524,9.15948094226512,20
CS6,VEH,SA,10,1,6.94714680721541,44.098246440249,7.9324296279455,21
CS6,VEH,SA,11,0,14.7917014822833,19.1580944416488,4.75580346575813,25
CS6,VEH,SA,12,1,0.314462405945863,16.2190620461711,5.84536377675138,38
CS6,VEH,SA,13,0,14.4371038421703,16.0714701221933,2.48010117582334,24
CS6,VEH,SA,14,1,2.53072989950157,15.2120923594988,2.97105446211528,19
CS6,VEH,SA,15,0,0.421277081293122,16.631787904181,1.03452519946923,16
CS6,VEH,SA,16,1,11.4277534507022,32.2597490870846,3.68447132903078,35
CS6,VEH,SA,17,0,7.55342964132506,29.1844407000956,6.80560172326693,13
CS6,VEH,SA,18,1,6.85972357747037,20.4989347550148,8.65452626926474,38
CS6,VEH,SA,19,0,14.361402714462,17.14200579499,9.52356559841246,9
CS6,VEH,SA,20,1,3.06953800539983,16.0145918922011,1.42391689769994,26
CS7,VEH,SA,1,0,27.2561950128134,37.9010042686671,6.55607510651425,5
CS7,VEH,SA,2,0,27.5376202339802,30.017460781842,8.19545775459708,4
CS7,VEH,SA,3,0,18.3646317961329,41.0998748032333,4.00724058204434,21
CS7,VEH,SA,4,1,11.8787796570681,29.9176183469184,1.12027174351953,19
CS7,VEH,SA,5,0,23.3533408582938,18.2630572384551,4.99149055497982,25
CS7,VEH,SA,6,1,9.16016814248536,35.4134864476696,2.60557824139339,13
CS7,VEH,SA,7,0,26.0821295480925,31.3335330443881,4.70649453815823,27
CS7,VEH,SA,8,1,0.285093069149862,17.2893544818478,10.91139637761,11
CS7,VEH,SA,9,0,23.4198131601949,25.5920253835501,4.36488800155951,7
CS7,VEH,SA,10,1,4.52927391490855,20.3954304350005,9.59225508028403,26
CS7,VEH,SA,11,0,18.7293314117677,35.2366466854984,8.73858099590567,4
CS7,VEH,SA,12,1,5.83572317377937,27.4403990582453,4.74858466128562,28
CS7,VEH,SA,13,0,8.37960283279416,47.007525692168,5.42127229875976,10
CS7,VEH,SA,14,1,10.8061453831915,32.3132521897949,9.43666358896484,17
CS7,VEH,SA,15,0,17.3711717437061,44.093364579209,1.53816327169793,16
CS7,VEH,SA,16,1,3.56646154733319,39.3634460909442,2.96832737262851,34
CS7,VEH,SA,17,0,24.5123371001898,39.167301518226,2.39302894394428,29
CS7,VEH,SA,18,1,6.71058297893464,32.2649520785982,4.99401412731451,38
CS7,VEH,SA,19,0,4.76001453261146,42.3011168818867,4.73550013439228,3
CS7,VEH,SA,20,1,7.93723859346132,27.8533289988154,8.45052970395408,18
CS8,VEH,SA,1,0,21.6814479196446,32.9887453283074,4.37279799884872,27
CS8,VEH,SA,2,0,15.4652801132023,43.7653787347211,8.40534339325901,24
CS8,VEH,SA,3,0,6.08308289138521,48.4583044231065,1.37018109253118,8
CS8,VEH,SA,4,1,1.12129141476519,41.5325478623151,2.71963246754918,22
CS8,VEH,SA,5,0,0.657500337976342,32.7519716514969,8.83862128877525,29
CS8,VEH,SA,6,1,3.88106511165976,33.6492332396688,10.5473526343978,21
CS8,VEH,SA,7,0,13.0622751579045,19.1596232776929,5.87205701839376,22
CS8,VEH,SA,8,1,11.2396635989642,42.7172015465199,4.92063545844653,23
CS8,VEH,SA,9,0,8.03656840286855,19.5709954987578,7.32603426125413,23
CS8,VEH,SA,10,1,3.79972269359218,30.3352986209,2.06912617379542,11
CS8,VEH,SA,11,0,20.0782550355477,36.1072645701254,6.90882349064294,30
CS8,VEH,SA,12,1,0.508866182006029,39.0887751564217,2.43570521641752,21
CS8,VEH,SA,13,0,9.57946877808833,39.326374241277,1.34976710109159,7
CS8,VEH,SA,14,1,7.67833881535811,34.1887471913296,4.28772152420985,18
CS8,VEH,SA,15,0,23.6309337683553,47.5232188792442,5.64297591069313,29
CS8,VEH,SA,16,1,0.431557882694606,34.7555923320058,9.42229482537335,36
CS8,VEH,SA,17,0,18.8033767103981,35.0041056841034,3.19091018229003,6
CS8,VEH,SA,18,1,2.88621206651731,47.3089525037174,7.9245104531909,30
CS8,VEH,SA,19,0,22.2990802566913,41.5753365635229,7.69204565522661,20
CS8,VEH,SA,20,1,9.07561297001029,32.6281964123268,8.21186720358909,30
CS9,VEH,SA,1,0,27.9532105224833,22.2847392995714,8.29026867791833,6
CS9,VEH,SA,2,0,27.0287534716035,36.8527330192641,7.18021150642345,4
CS9,VEH,SA,3,0,16.1305903871535,25.7622823901141,5.56078851597152,4
CS9,VEH,SA,4,1,0.787309307114782,29.277276595634,6.38503809708113,33
CS9,VEH,SA,5,0,25.5295547369235,21.7926205485359,9.56757275142834,21
CS9,VEH,SA,6,1,5.12097471857448,26.0515977892369,4.94064139652291,11
CS9,VEH,SA,7,0,3.32695852596996,16.5668546296972,8.10273983184191,20
CS9,VEH,SA,8,1,7.38833498317723,41.0294783466064,3.32282330828107,26
CS9,VEH,SA,9,0,13.407357273077,41.0444569842904,3.49322598607918,21
CS9,VEH,SA,10,1,8.64049311021042,21.865860027112,10.0986606730033,24
CS9,VEH,SA,11,0,8.83605588208966,35.7244516298448,9.72387823808789,22
CS9,VEH,SA,12,1,4.11656070370264,27.5681648452819,9.95582311207899,13
CS9,VEH,SA,13,0,11.4011436608314,48.1120445831404,8.84291393336106,26
CS9,VEH,SA,14,1,2.56474356088206,27.9782407224668,1.25090022645441,23
CS9,VEH,SA,15,0,6.83118801843597,45.0765330729522,10.8929396930977,12
CS9,VEH,SA,16,1,4.58151654972518,27.4569756634969,10.2331933153685,16
CS9,VEH,SA,17,0,7.04307542293931,42.651933064484,10.2419384953888,30
CS9,VEH,SA,18,1,0.924533580524328,42.0224022470075,7.4198424083794,29
CS9,VEH,SA,19,0,21.1497706703758,16.8270416902944,4.52432736632249,10
CS9,VEH,SA,20,1,8.91500004502419,31.6244568659827,4.11198288795724,21
CS10,VEH,SA,1,0,23.7278589688625,41.6892671942124,10.382756728821,18
CS10,VEH,SA,2,0,11.1261000373048,20.6100479193315,10.0678279307399,24
CS10,VEH,SA,3,0,0.0414513190988824,32.2372231047565,8.4219646432308,0
CS10,VEH,SA,4,1,6.72623145844155,25.2019563358868,6.04923792993664,28
CS10,VEH,SA,5,0,10.430024727258,45.4704462642746,8.11536657473274,10
CS10,VEH,SA,6,1,1.58155466418055,32.7642546749779,2.98349734197951,19
CS10,VEH,SA,7,0,27.3914238584365,17.7486227376982,10.3290335773748,21
CS10,VEH,SA,8,1,9.1426549058357,47.6067165377567,5.93681311998209,31
CS10,VEH,SA,9,0,13.7950595249109,27.0254097349946,7.34400829042507,12
CS10,VEH,SA,10,1,3.43266345046427,45.4790721944581,2.51961493373514,22
CS10,VEH,SA,11,0,6.52204792241917,25.6378264682667,9.80755415213905,1
CS10,VEH,SA,12,1,5.53733758521656,38.0967401096889,7.06503914381925,26
CS10,VEH,SA,13,0,4.10167797187943,27.517182648139,7.21142633161006,14
CS10,VEH,SA,14,1,4.8009120437786,46.9210415943604,7.56796328649149,16
CS10,VEH,SA,15,0,4.77845106266803,40.9958434492395,10.9239262759686,18
CS10,VEH,SA,16,1,7.13241127411809,47.6257979452246,4.9087180546339,34
CS10,VEH,SA,17,0,18.0410530241562,38.5124784715639,9.67919075852424,11
CS10,VEH,SA,18,1,1.46377574325436,41.3493944106902,8.16965294519715,37
CS10,VEH,SA,19,0,26.2790667591396,28.5413613432292,3.89934383805286,14
CS10,VEH,SA,20,1,10.3411487065442,48.8528247983968,6.02353072995759,24
CS11,VEH,SA,1,0,5.39275263161169,24.2548065346841,2.01925528680273,15
CS11,VEH,SA,2,0,3.50800679685269,16.929911901164,4.10522262589375,11
CS11,VEH,SA,3,0,7.93181643130544,16.0935777760342,5.66237886296704,13
CS11,VEH,SA,4,1,5.92842782499852,18.3902912306495,8.39642634712713,19
CS11,VEH,SA,5,0,5.54438560043965,41.3097228903867,1.55240950577678,28
CS11,VEH,SA,6,1,5.7134221718965,42.3334087825939,8.97583665910033,31
CS11,VEH,SA,7,0,9.20925669614472,24.6917788200414,10.2068525632219,4
CS11,VEH,SA,8,1,3.6774220607799,47.8412272568532,1.20454210748341,23
CS11,VEH,SA,9,0,10.777049860953,37.9477871353748,6.43080797793231,23
CS11,VEH,SA,10,1,5.99665820188576,26.8005110352158,9.19400467265281,25
CS11,VEH,SA,11,0,26.4420105504171,43.9114103784448,9.80669463950749,23
CS11,VEH,SA,12,1,11.0032579238992,32.8769637895095,6.89717452048206,30
CS11,VEH,SA,13,0,7.56402566526661,47.7364869431677,3.60229977627602,14
CS11,VEH,SA,14,1,9.03019965126706,44.1646759719502,3.82286680185842,11
CS11,VEH,SA,15,0,6.69750086077537,23.9204310487499,2.4031729796441,10
CS11,VEH,SA,16,1,6.44956310884795,16.4512599502342,9.16081548349194,24
CS11,VEH,SA,17,0,12.2952794672589,17.4276341736858,6.65973353931121,21
CS11,VEH,SA,18,1,11.8184226381253,44.3945239315976,9.23203864733836,15
CS11,VEH,SA,19,0,19.7547664749038,27.1144637264759,9.06179835959785,15
CS11,VEH,SA,20,1,6.71491116451904,20.9352067587064,3.42439353520797,25
CS12,VEH,SA,1,0,23.2302959794095,23.9631148820668,5.33418804528939,16
CS12,VEH,SA,2,0,16.8458172217339,43.3190189904772,3.7492992517563,30
CS12,VEH,SA,3,0,21.3698992331104,15.5929881875287,8.75360447126463,12
CS12,VEH,SA,4,1,11.2016748524008,24.6974973006489,5.77398707980969,19
CS12,VEH,SA,5,0,27.4058801321571,25.4703361611055,8.82196028725895,11
CS12,VEH,SA,6,1,7.6698496908274,46.9013257416652,5.71697215003147,12
CS12,VEH,SA,7,0,18.6312316727817,21.6592521772946,2.65565612515606,24
CS12,VEH,SA,8,1,5.64335154110959,39.8577230716988,8.52942140737918,36
CS12,VEH,SA,9,0,12.7391171054441,26.2530626379432,5.85617926093031,20
CS12,VEH,SA,10,1,10.4731713271607,39.4374245264915,5.02574035497421,31
CS12,VEH,SA,11,0,1.68387931623405,46.0189516553858,10.3076125587639,7
CS12,VEH,SA,12,1,6.42484584176115,35.0254362721641,9.17933632224372,35
CS12,VEH,SA,13,0,24.0723749581767,22.9312991703522,8.60367679903069,28
CS12,VEH,SA,14,1,7.867736766125,21.3337312291912,4.95096355648334,30
CS12,VEH,SA,15,0,19.5664861124227,25.4432524671752,1.41517873456961,29
CS12,VEH,SA,16,1,9.81316368423111,20.4462054146429,2.98330349361617,14
CS12,VEH,SA,17,0,12.0956351304432,43.6784696823802,8.72401516343215,5
CS12,VEH,SA,18,1,9.91216372923587,25.2045606321164,4.65277235760052,27
CS12,VEH,SA,19,0,14.9904867200646,21.1232129340521,8.49169507334896,9
CS12,VEH,SA,20,1,6.40630959426888,35.8031232240618,4.46174398899778,30
